Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Job_URL,Job_ID,Scope_Category
Cook for Production Kitchen,Cooks (5120),5120,512,51,Cooks,Sachsen,Gourmetta GmbH & Co. KG,Catering & Events,2026-06-01,Full-time,,"Cook position in a production kitchen preparing lunch meals for schools, with the possibility of working across various kitchen stations. The role is with a catering company serving institutional clients.","Passion for cooking; completed vocational training as a cook, preferably in a restaurant or hotel; initial professional experience desirable but not required; strong teamwork and quality awareness; good knowledge of HACCP guidelines and hygiene regulations; reliable German language skills; interest in long-term employment.",Modern and progressive working conditions; family-friendly hours Monday to Friday with free weekends and public holidays; flexible start times between approximately 04:00 and 08:00; very good pay; highly motivated team; short decision-making channels.,On-site,https://www.stepstone.de/stellenangebote--Koch-m-w-d-fuer-Produktionskueche-Klipphausen-Vollzeit-Klipphausen-Gourmetta-GmbH-Co-KG--13730734-inline.html,job-125,HOSPITALITY
Cook for Daycare Centre,Cooks (5120),5120,512,51,Cooks,Sachsen,Kinderfamilie e.V.,Catering & Events,2026-06-01,Full-time,,"Cook responsible for preparing and cooking meals at a childcare facility, including weekly food planning and procurement, kitchen cleaning, and friendly communication with children and staff. The role requires independent and responsible working practices in line with hygiene and safety regulations.","Completed vocational training as a cook; experience in communal catering desirable; reliable, careful, and team-oriented work style; health certificate per the Infection Protection Act; proof of valid measles vaccination required.",Reliable working hours and punctual pay; 30 days annual leave; 32-hour working week; regular hours Monday to Friday 06:45–15:45; professional training and development opportunities; basic German language skills required (preview truncated).,On-site,https://www.stepstone.de/stellenangebote--Koch-Koechin-m-w-d-fuer-Kita-gesucht-Dresden-Kinderfamilie-e-V--13919522-inline.html,job-126,HOSPITALITY
Mystery Shopper / Store Detective,Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Not specified,UBH Testkauf GmbH,Staffing Agencies & Other,2026-05-31,Full-time,,"Mystery shopping role involving conducting test purchases at over 15,000 client retail outlets across Germany, working with a partner and documenting findings on a company-provided laptop. The role involves planning tours and helping clients build compliance and security measures.","Driver's license; completed vocational training, Abitur, university degree, or comparable evidence of reliability and aptitude; dynamic team player; flexibility for nationwide travel.","Access to 15,000+ store locations; full monthly salary; company car, hotel accommodation, snacks, baked goods, and coffee provided; varied and secure employment in an established team.",On-site,https://www.stepstone.de/stellenangebote--Detektiv-als-Testkaeufer-Privatdetektiv-Hausdetektiv-Vollzeit-Wilsdruff-UBH-Testkauf-GmbH--13777408-inline.html,job-127,HOSPITALITY
Security Service Staff / Mystery Shopper,Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Not specified,UBH Testkauf GmbH,Staffing Agencies & Other,2026-05-31,Full-time,,"Mystery shopping role framed as a security service position, involving test purchases at over 15,000 client retail outlets nationwide, working in pairs and documenting results on a company laptop. The role supports clients in building compliance and loss-prevention measures.","Driver's license; completed vocational training, Abitur, university degree, or comparable evidence of reliability and aptitude; dynamic team player; flexibility for nationwide travel; career changers welcome.","Access to 15,000+ store locations; full monthly salary; company car, hotel accommodation, snacks, baked goods, and coffee provided; varied and secure employment in an established team.",On-site,https://www.stepstone.de/stellenangebote--Mitarbeiter-Sicherheitsdienst-zur-Festanstellung-als-Testkaeufer-Wilsdruff-UBH-Testkauf-GmbH--13777414-inline.html,job-128,HOSPITALITY
Sales Representative / Mystery Shopper,Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Not specified,UBH Testkauf GmbH,Staffing Agencies & Other,2026-05-31,Full-time,,"Mystery shopping role advertised under a sales framing, involving conducting test purchases at over 15,000 client retail locations across Germany while working with a partner and documenting outcomes. The role helps clients build compliance and quality assurance measures.","Driver's license; completed vocational training, Abitur, university degree, or comparable evidence of reliability and aptitude; dynamic team player; flexibility for nationwide travel.","Access to 15,000+ store locations; full monthly salary; company car, hotel accommodation, snacks, baked goods, and coffee provided; varied and secure employment in an established team.",On-site,https://www.stepstone.de/stellenangebote--Verkaeuferin-Verkaeufer-mal-ganz-anders-Wilsdruff-UBH-Testkauf-GmbH--13776630-inline.html,job-129,HOSPITALITY
Mystery Shopper (Full-Time / Permanent),Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Not specified,UBH Testkauf GmbH,Staffing Agencies & Other,2026-05-31,Full-time,,"Full-time permanent mystery shopper conducting test purchases at over 15,000 client retail outlets across Germany, working with a partner and documenting findings on a company-provided laptop. The role supports clients in building compliance and quality control frameworks.","Driver's license; completed vocational training, Abitur, university degree, or comparable evidence of reliability and aptitude; dynamic team player; flexibility for nationwide travel.","Access to 15,000+ store locations; full monthly salary; company car, hotel accommodation, snacks, baked goods, and coffee provided; varied and secure employment in an established team.",On-site,https://www.stepstone.de/stellenangebote--Testkaeuferin-Testkaeufer-in-Vollzeit-Festanstellung-Wilsdruff-UBH-Testkauf-GmbH--13776809-inline.html,job-130,HOSPITALITY
Apprentice Butcher,Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Niedersachsen,REWE Markt,Restaurants & Food Service,2026-06-15,Part-time,,"Apprenticeship in butchery at a REWE supermarket, covering the preparation, presentation, and sale of meat and sausage products at fresh-food counters, as well as ordering, quality assurance, and compliance with legal standards.",Interest in fresh-food counter specialities; willingness to learn new things; creativity and enjoyment working with meat and sausage products; reliability and teamwork; good secondary school leaving certificate or intermediate school qualification.,Guaranteed takeover upon successful completion in full or part-time; flexible scheduling; apprentice projects and seminars; e-learning opportunities; supportive team environment (preview truncated).,On-site,https://www.stepstone.de/stellenangebote--Ausbildung-zum-Fleischer-m-w-d-Pattensen-Huepede-Jeinsen-Koldingen-Reden-Schulenburg-Vardegoetzen-REWE-Markt--13970995-inline.html,job-131,HOSPITALITY
Apprentice Retail Sales Clerk (Food Specialisation),Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Niedersachsen,REWE Markt,Restaurants & Food Service,2026-06-15,Part-time,,"Retail apprenticeship at a REWE supermarket with a food specialisation, covering customer advisory, merchandise management, stock and logistics, promotional activities, and use of digital point-of-sale and inventory systems.","Interest in food products and supermarket operations; willingness to learn; reliability; teamwork; customer-facing skills; good secondary school leaving certificate, intermediate qualification, or Abitur.","Guaranteed takeover upon successful completion; flexible scheduling; apprentice projects, seminars, and e-learning; supportive team environment (preview truncated).",On-site,https://www.stepstone.de/stellenangebote--Ausbildung-zum-Kaufmann-im-Einzelhandel-Fachrichtung-Lebensmittel-m-w-d-Pattensen-Huepede-Jeinsen-Koldingen-Reden-Schulenburg-Vardegoetzen-REWE-Markt--13971136-inline.html,job-132,HOSPITALITY
Apprentice Retail Sales Clerk (Delicatessen Specialisation),Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Niedersachsen,REWE Markt,Restaurants & Food Service,2026-06-15,Part-time,,"Retail apprenticeship at a REWE supermarket focusing on delicatessen and fresh goods, including counter presentation, customer advisory, in-house recipe production, ordering, quality control, and use of digital retail and point-of-sale systems.",Interest in food and supermarket operations; willingness to learn; reliability and teamwork; customer-facing skills; good secondary school leaving certificate or intermediate qualification.,"Guaranteed takeover upon successful completion; flexible scheduling; apprentice projects, seminars, and e-learning; supportive team environment (preview truncated).",On-site,https://www.stepstone.de/stellenangebote--Ausbildung-zum-Kaufmann-im-Einzelhandel-Fachrichtung-Feinkost-m-w-d-Pattensen-Huepede-Jeinsen-Koldingen-Reden-Schulenburg-Vardegoetzen-REWE-Markt--13971017-inline.html,job-133,HOSPITALITY
Pest Control Service Technician,Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Niedersachsen,Schaper GmbH Schädlingsbekämpfung,Staffing Agencies & Other,2026-06-13,Full-time,,"Field-based pest control technician role involving advising and servicing commercial and private customers, setting up and conducting inspections with full documentation, and carrying out preventive and reactive pest control measures. The role requires conscientious customer interaction and adherence to contractual service quality standards.","Completed training as a certified pest controller or qualification under TRGS 523; alternatively, background as a roofer, window cleaner, building cleaner, cook, or similar with willingness to change careers; self-reliant working style; teamwork and engagement; solution-oriented approach; driver's license required (preview truncated).",Permanent full-time contract; family-like working atmosphere with a strong emphasis on collaboration and appreciation; secure employment; weekly team meetings; comprehensive onboarding and continuous professional training (preview truncated).,On-site,https://www.stepstone.de/stellenangebote--Servicetechniker-in-Schaedlingsbekaempfung-Laatzen-Schaper-GmbH-Schaedlingsbekaempfung--12183837-inline.html,job-134,HOSPITALITY
Event Management Dual Study Student (Bachelor of Arts),Conference and Event Planners (3332),3332,333,33,Conference and Event Planners,Niedersachsen,rentitNOW GmbH,Catering & Events,2026-06-12,Full-time,,"Dual study programme combining academic study with practical event management work, including handling customer enquiries, preparing and sending quotations, managing order confirmations, procuring consumables and rental items, and serving as the primary contact for clients and internal staff throughout the event lifecycle.","General university entrance qualification (Abitur), university of applied sciences entrance qualification, or equivalent; communicative and open personality; strong organisational talent; exceptional reliability.",Ideas are valued and heard; team spirit experienced at company events; flat hierarchies; attractive salary; attractive employee discounts; comprehensive onboarding (preview truncated).,On-site,https://www.stepstone.de/stellenangebote--Veranstaltungskaufmann-frau-im-dualen-Studium-m-w-d-Bachelor-of-Arts-ab-01-10-2027-Niedersachsen-Langenhagen-rentitNOW-GmbH--13334815-inline.html,job-135,HOSPITALITY
Quality Assurance and Product Development Staff,Other/Non-Hospitality (9999),9999,999,99,Other/Non-Hospitality,Not specified,Wurst-Basar Konrad Hinsemann GmbH,Restaurants & Food Service,2026-06-12,Full-time,,"Quality assurance and product development role at a sausage and meat processing company, involving production-accompanying quality and process controls, new product development, packaging design, specification creation, master data maintenance, labelling compliance, and complaints management.","Completed training as a butcher, master butcher, or cook; alternatively, a degree in food technology or qualification as a food technology specialist; strong quality and hygiene awareness; solid IT skills; good communication and interpersonal skills; team-oriented working style.",Positive working environment with collegial relationships and shared goals; intensive onboarding; opportunity to bring innovation to a future-oriented company (preview truncated).,On-site,https://www.stepstone.de/stellenangebote--Mitarbeiter-Qualitaetssicherung-und-Produktentwicklung-w-m-d-Ronnenberg-Wurst-Basar-Konrad-Hinsemann-GmbH--13523783-inline.html,job-136,HOSPITALITY
